"","baseMean","log2FoldChange","lfcSE","pvalue","padj","change"
"ASS1P1",13.645830661661,3.55505383508318,0.393953227798578,8.53837775638737e-21,5.43088403264781e-20,"up"
"ATG9B",96.2406086443682,3.60973537592005,0.27550700353781,1.69962638957192e-40,2.6960149937038e-39,"up"
"ATP10B",12.2233367865962,2.04788883321004,0.281965744371389,0.00393716485050475,0.00674917702509228,"up"
"ATP12A",92.0914241980155,-6.62473639092858,0.411253127124707,6.62293365762851e-59,2.08126360528391e-57,"down"
"ATP1A1",42165.3252170145,-2.49317365601411,0.105742891017907,1.14408316499162e-123,2.44413950275183e-121,"down"
"ATP1A3",24.0439160181256,2.35630516345513,0.256318623655458,5.06472290837215e-21,3.26695672145025e-20,"up"
"ATP2B2",295.714328873447,4.26825134122603,0.263602117178582,2.68335436792534e-60,8.96479050380335e-59,"up"
"ATP2B3",8.15880655024825,-2.00768558431992,0.409698986862566,2.13981227377197e-07,5.72180048607616e-07,"down"
"ATP2C2",77.7630753086095,-2.99548713843032,0.249316286711441,3.63295275058209e-34,4.39236436916172e-33,"down"
"ATP4A",1.09292333018128,2.83306354534352,1.14316940043862,0.00890201370654659,0.0145294940191101,"up"
"ATP4B",6.9843223434261,-3.60322975870768,0.238124101332457,5.6374157842034e-53,1.43467610875367e-51,"down"
"ATP5PBP2",0.49366655076553,-3.30025636043818,0.698749570957426,1.98349913737474e-05,4.44070386625402e-05,"down"
"ATP6V0A4",1517.18845730423,-7.13105151903293,0.333825108776145,9.94463804846488e-102,1.20609813331538e-99,"down"
"ATP6V0D2",948.863052479719,-6.56586067643138,0.297846755105381,3.01617779461706e-108,4.3354763040403e-106,"down"
"ATP6V0E2",1587.89936913417,-2.12131274896707,0.15855306919336,2.04856353465503e-41,3.38558200624394e-40,"down"
"ATP6V1B1",1612.25172406228,-6.32901085868067,0.255930384384498,1.31143060954735e-135,3.55092711324647e-133,"down"
"ATP6V1C2",372.837197641281,-4.05987938814438,0.141085661575357,3.66604146308037e-183,2.43906975740827e-180,"down"
"ATP6V1G3",263.232656817006,-8.57613914090919,0.381645406350471,2.29302768948148e-112,3.60780018765309e-110,"down"
"ATP8B3",220.179656735347,4.32345523910053,0.280118094365016,4.00552679712827e-55,1.10775174581863e-53,"up"
"AURKB",60.5228302177847,3.4247420922739,0.217303985909505,7.21231487125812e-57,2.10987392075523e-55,"up"
"AVPR1B",52.5135647063639,3.52620818274567,0.278260132319927,5.90292752827417e-38,8.45880433374723e-37,"up"
"AVPR2",106.079210201939,-2.26102324329993,0.280132127796163,1.67420410195551e-16,8.3124769121825e-16,"down"
"AXDND1",31.4264869116519,-3.35575308238177,0.198353232225019,1.71080826113834e-65,7.16508654116318e-64,"down"
"AXL",1928.07347481209,2.26085724071103,0.139932918935944,3.81563385022759e-59,1.2188045245048e-57,"up"
"AZGP1",6045.17513334507,-3.77156925697982,0.259340446705166,1.09449445911403e-48,2.40892230386856e-47,"down"
"AZGP1P2",0.96786586598619,-4.02573440480019,0.511567743850543,1.41825810355179e-17,7.52805064948871e-17,"down"
"B3GALT2",37.2169878033122,-2.38695065703536,0.189166309139669,4.63479814802036e-37,6.35980610929888e-36,"down"
"B4GALNT1",151.782994596559,4.06568682845857,0.252783628086035,1.00494715818005e-42,1.77281814586216e-41,"up"
"B4GALNT2",64.8871679873083,-2.1389003804415,0.39823018944282,1.90305592068816e-08,5.55181159723684e-08,"down"
"B4GALNT3",281.633592992897,-2.97685793986078,0.192484327376531,9.55948574119539e-55,2.61577185628056e-53,"down"
"B4GALNT4",35.9290909758661,3.50086941296123,0.379060750828402,1.69957965445275e-21,1.12760906049416e-20,"up"
"BAAT",71.5138672719688,3.10668878712356,0.334723265698537,9.54402810894164e-22,6.42504303396401e-21,"up"
"BARX1",0.962077948252813,4.14178928512689,0.704076146145027,1.03232205031273e-06,2.59877310957647e-06,"up"
"BARX2",877.731872133518,2.76955477656424,0.186998832456937,1.49687221379074e-50,3.55675167044196e-49,"up"
"BATF",93.6265995077396,2.5107206192486,0.222728577526014,2.1710592404645e-30,2.1875934865191e-29,"up"
"BBC3",184.488245585989,2.12626646462335,0.147576552569158,7.80484968048868e-48,1.66890477189954e-46,"up"
"BCHE",144.444739562007,-3.08392755273871,0.297512104333555,6.94535159414381e-26,5.6926947279561e-25,"down"
"BCL11A",89.7556759247814,2.02421652629609,0.199600176408628,6.4859809646764e-25,5.08355949994799e-24,"up"
"BCL2L10",60.9824354708637,-2.39152499103723,0.24065398762013,6.12362458286985e-24,4.57034365502267e-23,"down"
