"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"LINC02038",28.0219841168491,-3.41029723394313,0.196821444585656,-17.3268580622523,2.95011259588313e-67,8.01883029929471e-66,"down"
"SLC11A1",732.18740223934,2.45109828149631,0.141464264947197,17.3266250838063,2.96208512098009e-67,8.04464705078879e-66,"up"
"AL139351.3",80.487623611303,4.1665415186418,0.240591545157235,17.3179049825663,3.44679723211127e-67,9.32988602986723e-66,"up"
"PELATON",229.503700765526,2.61776811886316,0.151176677640351,17.3159521675085,3.56574942618569e-67,9.64383927586278e-66,"up"
"AP003555.1",12.7101653284656,3.8892038644174,0.224717476772992,17.307082298482,4.15966334556485e-67,1.12407727099724e-65,"up"
"SLC22A8",2584.83992768637,-6.15693326993013,0.355885133943926,-17.300338459488,4.67633533030647e-67,1.26160153736874e-65,"down"
"GPC3",1438.3667271336,-3.70587722927383,0.214284337784153,-17.2942048289443,5.20157829150233e-67,1.40214020463059e-65,"down"
"PTGDR",92.569200659834,2.27587192230323,0.131658434740381,17.2861839561669,5.97811553885861e-67,1.60879601037048e-65,"up"
"CDC25C",73.6303109469796,2.84446139332543,0.164582928024569,17.2828459638341,6.33438556224473e-67,1.70326336015727e-65,"up"
"AC005831.1",92.5863127148661,2.12980871683441,0.123275976363507,17.2767539926367,7.04002053990289e-67,1.89143824571655e-65,"up"
"AC104590.1",8.09346805730822,-2.2431355018031,0.12984983617967,-17.2748427552834,7.27714882515411e-67,1.95192104914963e-65,"down"
"AC012123.1",9.32071859215686,-3.92074536596002,0.226993335634547,-17.2725131114523,7.57697948433243e-67,2.03066798067735e-65,"down"
"ADA",659.337159414282,2.32685796315249,0.134717083711319,17.2721818128028,7.6206067696867e-67,2.04067796932245e-65,"up"
"OR5BA1P",40.2935995941169,3.82350752871234,0.221412418748093,17.2687130664628,8.09269918768336e-67,2.16531323368229e-65,"up"
"LTB4R2",60.6762729001359,2.40830621358696,0.139483095470757,17.2659361011375,8.49156096681324e-67,2.27016575222148e-65,"up"
"AL109809.1",20.3710565880034,3.25930514255424,0.188786043803926,17.264544967844,8.69867866269787e-67,2.32362649667745e-65,"up"
"LBHD2",31.3065154036397,4.30084719915751,0.249391999729609,17.2453294565203,1.2131918155484e-66,3.23806672673751e-65,"up"
"SPTB",199.816887192062,-2.63904045593595,0.153079595294933,-17.2396618298566,1.33817307230617e-66,3.56871767084505e-65,"down"
"AP003717.1",40.5342038575361,4.94159529041672,0.286847224426768,17.2272724628657,1.65786595380461e-66,4.41405112958509e-65,"up"
"AC015977.1",22.1736259051021,5.69613158931638,0.330789415335023,17.2198121380255,1.88599342975793e-66,5.01322652559286e-65,"up"
"TFAP2B",313.635122430572,-5.91894808394234,0.343803773745653,-17.2160649066092,2.01212321798464e-66,5.34412693574042e-65,"down"
"ATP2B2",874.234692887078,3.48525020449083,0.202447623012083,17.2155649576721,2.02957491092791e-66,5.38607761464126e-65,"up"
"MUC15",560.091580711558,-7.30580344733769,0.424704850822766,-17.202072058241,2.56203556748332e-66,6.79357375720354e-65,"down"
"HPD",1896.04397756369,-4.84636332599463,0.281732334195709,-17.202013179744,2.56464050935913e-66,6.79493873828492e-65,"down"
"MECOM-AS1",4.5415418782025,-3.15830781990489,0.183610368018027,-17.2011409486136,2.60354098792957e-66,6.88677900541924e-65,"down"
"DEGS2",382.568224086815,-3.01234622955239,0.175145089610047,-17.199147496851,2.69466858161428e-66,7.11624540371232e-65,"down"
"AC015911.3",32.6149648983829,2.95300058995465,0.171696432040265,17.1989630469556,2.70325942280088e-66,7.13313803375276e-65,"up"
"LINC00158",21.2637604257205,4.43335860449061,0.257775125528063,17.1985508508965,2.72255643753089e-66,7.17823091870979e-65,"up"
"RAG2",2.99380693638433,-4.65761090635468,0.270866277927595,-17.1952409210559,2.88257218929657e-66,7.58781694751758e-65,"down"
"HAMP",89.8091679187247,3.96317739697341,0.230524250876773,17.1920194161782,3.04730776187127e-66,8.01496181477938e-65,"up"
"PRDM16-DT",615.29430846617,-5.1800788182329,0.301320763539719,-17.1912441657877,3.0883319203952e-66,8.10974009694085e-65,"down"
"ST6GAL1",10310.1460153941,-2.1966192857437,0.127808083080696,-17.1868573003853,3.33106035851427e-66,8.7400678930541e-65,"down"
"SPN",1131.67203005307,2.22546973882566,0.129520446945199,17.1823815568461,3.59830659475936e-66,9.43365718459936e-65,"up"
"PTPRN2-AS1",35.3642346862753,2.73723424989918,0.159311543946572,17.1816441049442,3.64434585798275e-66,9.54665910533128e-65,"up"
"HOMER1",508.600936470821,-2.22333208271357,0.129418225143067,-17.1794357421898,3.78575535760736e-66,9.90910796461012e-65,"down"
"RPS24P17",18.5861792540428,-4.3884589252943,0.255507299214255,-17.1754738075579,4.0532964805621e-66,1.05923324185364e-64,"down"
"NYAP1",31.1626736227651,-2.62812546375256,0.153066924589354,-17.169780282731,4.47109171106936e-66,1.16653868728053e-64,"down"
"AP001636.3",45.3546291757066,2.04385770584267,0.119046977965509,17.1684971829762,4.5710208533091e-66,1.1906996548095e-64,"up"
"TAGAP",530.9670913981,2.09392727353996,0.12196826639237,17.1678038515676,4.6259413928917e-66,1.20404106278236e-64,"up"
"CACNA2D3",153.672255911797,-2.06255918697016,0.120178589993494,-17.162451207672,5.07267585570575e-66,1.31926095514511e-64,"down"
"LINC01159",308.164272191912,-2.53950395532775,0.147975668677675,-17.1616318954393,5.14475089978244e-66,1.33693610712252e-64,"down"
"TNNI1",145.298549685687,-4.11269256333542,0.239676648878592,-17.1593377268,5.35204533972704e-66,1.38969362579222e-64,"down"
"AC007728.2",30.3923294056457,2.69278481587135,0.157005870992074,17.150854288801,6.19352379492913e-66,1.60690554708181e-64,"up"
"NCF1C",133.353112287367,2.34967566309532,0.137002802135602,17.150566458996,6.22427738396522e-66,1.61359675817644e-64,"up"
"SEZ6L2",4479.76400780496,2.51557915753503,0.146834777255763,17.1320391841047,8.5601062535273e-66,2.21560903022229e-64,"up"
"AC005682.1",81.2339004108815,2.58814490917628,0.151158647420847,17.1220433189676,1.01644050380485e-65,2.62875611282354e-64,"up"
"DIO1",585.271543183847,-4.82086088043306,0.281592548084447,-17.1199874187982,1.05298100617071e-65,2.72109376228964e-64,"down"
"IKZF1",1386.95818448777,2.15137264302841,0.125671797858053,17.1189772064724,1.07141276716676e-65,2.76652562730931e-64,"up"
"GUCA2B",101.498243518211,5.78761441246913,0.338325766334196,17.1066320936141,1.32439291492149e-65,3.41432904608904e-64,"up"
"BATF3",215.246521478976,2.18469562833366,0.127755151343925,17.1006460823824,1.46768214531954e-65,3.77774179431456e-64,"up"
"PEG3",157.580699064176,-2.60184792826106,0.152229568976495,-17.0916067473251,1.71385835637364e-65,4.40441275156923e-64,"down"
"ASPM",363.258452890356,2.65491589656145,0.155361974887554,17.0885823154796,1.80509059554614e-65,4.63154618552561e-64,"up"
"AC051619.2",77.6244175441954,3.76947787833749,0.220645764793725,17.0838442417486,1.95784025733396e-65,5.01555783496215e-64,"up"
"ABLIM3",6541.72580211296,2.25866428787044,0.13221097670596,17.0837879285451,1.95973110922499e-65,5.01644871100749e-64,"up"
"MBOAT4",17.0536477561972,2.26973186262227,0.132965476049376,17.070084130556,2.47842485402879e-65,6.3342070424231e-64,"up"
"CD27",272.667870750953,3.31414448363426,0.194265585020263,17.0598641199808,2.95241145527494e-65,7.53374756668234e-64,"up"
"FAM222A",295.123758459153,-2.74069501606205,0.160703842175103,-17.054321657573,3.24619426475163e-65,8.27690426296555e-64,"down"
"MROCKI",316.313192313963,2.39579727129168,0.140501985918094,17.0516968542232,3.39531652706075e-65,8.65034051553433e-64,"up"
"C4orf54",74.0358118204621,-6.76240970504219,0.396928462451541,-17.0368475550371,4.37697483787896e-65,1.11164902347349e-63,"down"
"KIF4A",289.04947844078,2.28754284031804,0.134301995810788,17.0328283396537,4.68824744877545e-65,1.18884739713137e-63,"up"
"MIR122HG",29.3066720845099,2.92549399413612,0.17177687735547,17.0307787589023,4.85537536428894e-65,1.23026810380101e-63,"up"
"CDHR1",1562.80653641796,4.43849495700346,0.260638049128733,17.0293438423153,4.9759027815513e-65,1.25982572839136e-63,"up"
"CENPM",169.701641406866,2.2199467038625,0.130440029597651,17.0189067781573,5.94706381491912e-65,1.5021996702347e-63,"up"
"SH3GL1P1",44.8150925887087,2.47177306227827,0.145240787357048,17.0184498945318,5.99364559479742e-65,1.51279056398501e-63,"up"
"CPP",39.0932874650858,4.785758253328,0.281251368298513,17.0159465615417,6.25540356985835e-65,1.57763316254868e-63,"up"
"SUSD4",522.009037037746,-3.70881904814066,0.217990476763025,-17.0136746486062,6.50281037218298e-65,1.63748925165993e-63,"down"
"AC016026.1",36.775054368759,2.83926998037381,0.166882906527856,17.0135458414962,6.51712574298224e-65,1.63982384503568e-63,"up"
"AC019117.2",162.396311627733,5.43209265624059,0.319303491896331,17.0123183557424,6.65513164863155e-65,1.67325347846375e-63,"up"
"CYGB",1886.30486793518,2.0247978460964,0.119059982107759,17.0065357834826,7.34547242642225e-65,1.84539384165812e-63,"up"
"CHIT1",881.749739533769,5.05981794530863,0.297910928895416,16.9843314042531,1.07269018435977e-64,2.68040624161043e-63,"up"
"AC139495.2",48.5936247447893,3.06146044515516,0.180268528456768,16.9827782551038,1.1014621282705e-64,2.75018681474237e-63,"up"
"PAQR9",43.0144366308002,4.24627435101136,0.250040001447079,16.982380124926,1.10896047287873e-64,2.76678403782154e-63,"up"
"ENTPD3",39.5687095240821,-3.35303617725342,0.197477490596062,-16.9793335287616,1.16804927273506e-64,2.91197191774111e-63,"down"
"LINC01234",140.507998024975,6.48886518958188,0.38216850298093,16.9790684971903,1.17333555703021e-64,2.92290924317971e-63,"up"
"SCG2",446.300099217689,3.97994168150742,0.234436285563321,16.9766453684596,1.22278602026938e-64,3.04376345581448e-63,"up"
"DPP9-AS1",26.4275562477962,3.22575530456063,0.190094676629154,16.9692037765665,1.3880125487889e-64,3.44976299301058e-63,"up"
"AL031123.5",427.129046959819,-3.81050555139362,0.22457119477131,-16.967917703221,1.41874260604552e-64,3.52344563635858e-63,"down"
"AC135050.3",33.6727099553694,3.16199085597322,0.186585465252663,16.9466086315536,2.03880238376525e-64,5.04793805741237e-63,"up"
"AL161935.1",22.6366984820356,2.62958024083771,0.155284223521816,16.9339819667404,2.52692274378561e-64,6.24697577777387e-63,"up"
"DUXAP8",134.957203213826,3.08095463438124,0.18199715169119,16.9285871001375,2.76948317935827e-64,6.84142315180533e-63,"up"
"COX4I2",711.702880142427,2.9188849162729,0.172493338553136,16.9217254460743,3.1117893720043e-64,7.67535361870166e-63,"up"
"EIF4EBP1",2450.57155260528,2.20076411372809,0.130251648224107,16.8962477153573,4.79463183880657e-64,1.17548028995296e-62,"up"
"LINC01546",18.3863051028515,2.73638549885031,0.161955009835868,16.8959608080261,4.8180120493336e-64,1.18032218320864e-62,"up"
"C5orf58",22.056203667202,2.84098093279528,0.168211913788721,16.8892967733761,5.39421047778452e-64,1.32048485257754e-62,"up"
"CEL",119.107449293521,-3.76824570706764,0.22316199260754,-16.8856966324664,5.73355253199727e-64,1.40249856480586e-62,"down"
"HNF4A-AS1",26.1477431795547,-4.61277895197433,0.273190969496573,-16.8848148988036,5.81985579685618e-64,1.42253903834585e-62,"down"
"HES4",534.13843713999,2.35053725106833,0.139216625403438,16.8840269203241,5.8980771542821e-64,1.44057543357293e-62,"up"
"SLC10A6",68.51047833291,2.64927508866682,0.15693890519075,16.8809326498537,6.21550743978339e-64,1.51696645165104e-62,"up"
"AC092813.2",17.3965887233598,-5.13465462187149,0.304239214669832,-16.877030883227,6.64015152486944e-64,1.61938999191283e-62,"down"
"ITGAM",1441.21103684416,2.10218702178581,0.124572930387747,16.8751510881419,6.85493612782637e-64,1.67007081366996e-62,"up"
"HECW1",222.852591557202,-3.77741941557923,0.223993732767752,-16.8639513655315,8.28596073918916e-64,2.01171245459522e-62,"down"
"CASP5",24.5765653114489,2.99091666770646,0.17736519089145,16.8630420246154,8.41445301090557e-64,2.04138397710097e-62,"up"
"ZBP1",145.927176051928,2.90338876238336,0.172276785922864,16.8530469548192,9.96458144635757e-64,2.41384931624172e-62,"up"
"MARVELD2",953.622282623697,-2.41796215673901,0.143733067952495,-16.8225878093562,1.66714705849172e-63,4.02355484220545e-62,"down"
"PTTG1",412.667483087895,2.43593348835729,0.144860376515144,16.8157335149728,1.87161555886092e-63,4.5136758310838e-62,"up"
"MICALL2",1554.00981265895,2.06091975987323,0.122563363398811,16.8151371072215,1.89054674517532e-63,4.55595138168305e-62,"up"
"EVI2B",1179.02025332565,2.03181852048974,0.12106795000788,16.7824640654896,3.27941613882337e-63,7.86213416349623e-62,"up"
"OR7E91P",3.56761191699867,-4.50541949078332,0.268567934773093,-16.7757163363149,3.67401658258115e-63,8.79518446856631e-62,"down"
"GFI1",191.322844193817,2.48127453164306,0.147911190294698,16.7754348180106,3.69147016022234e-63,8.83046382918822e-62,"up"
"RPL37P11",13.856648809595,5.47377341672175,0.326477226473013,16.7661722560432,4.31420836547275e-63,1.03125440994966e-61,"up"
"PCARE",13.7020417522026,-5.80373756132807,0.346368877485857,-16.755944135209,5.12409506846258e-63,1.22394714607384e-61,"down"
"SLC2A1",16648.8874683244,2.0355389432993,0.121545423627618,16.7471459027174,5.94089304243603e-63,1.41800654857968e-61,"up"
"PLD4",632.841734230016,2.45791163652416,0.146799569645723,16.7433163629561,6.33578097682822e-63,1.51115116489882e-61,"up"
"FPR3",2025.61193524482,2.28021416901311,0.136195352658392,16.7422318346823,6.45229201942279e-63,1.53781203269366e-61,"up"
"BUB1",340.826844611929,2.45457163194793,0.146654093495657,16.7371504841126,7.02726147040104e-63,1.67239563060957e-61,"up"
"NCAPG",206.653922531114,2.30808464454883,0.137914247041882,16.7356505513742,7.2065443319404e-63,1.71380797137564e-61,"up"
"AC009084.1",20.7550525975142,5.28104290539321,0.315568517464281,16.7350119328395,7.28425327760166e-63,1.73102185527451e-61,"up"
"PSORS1C2",18.2590712779675,3.92350326586099,0.234473957225125,16.7332155446753,7.50734963778249e-63,1.78273505752134e-61,"up"
"TMEM145",97.1151970184401,4.09693255537988,0.244860059692454,16.7317306077833,7.6968971634565e-63,1.82641189698399e-61,"up"
"LINC00460",70.0235712496001,6.2381432796635,0.37316589868857,16.7168096055573,9.88725013148115e-63,2.34445378938235e-61,"up"
"TNIP3",84.9163313786911,3.74262427761923,0.223900425686673,16.7155746405622,1.00942235304441e-62,2.39178653608752e-61,"up"
"PRR7",167.178542645592,2.51256917461418,0.150422300960133,16.7034353189431,1.23731248100568e-62,2.92324065734112e-61,"up"
"SKA3",128.590416993903,2.08642318774898,0.124949208538614,16.6981704978483,1.35145452115331e-62,3.18827540117366e-61,"up"
"STRA6",195.572195935221,-4.03560954069962,0.24169581920198,-16.6970597754823,1.3768439690702e-62,3.24536914537229e-61,"down"
"LINC02609",199.182866737721,2.42043331802434,0.144961953013833,16.6970247551327,1.37765216420492e-62,3.24536914537229e-61,"up"
"CENPA",73.6006831938319,2.78300890421962,0.166889906749867,16.6757172942206,1.96834452085856e-62,4.6311904306845e-61,"up"
"AC011246.1",61.6046708830224,4.85734683904484,0.291282863519626,16.6757040917292,1.96877946882586e-62,4.6311904306845e-61,"up"
"LINC00173",232.324519344563,3.22729385985197,0.193579863108434,16.6716403660447,2.10731161788471e-62,4.95347746824396e-61,"up"
"RIMBP2",76.2320106878662,-3.53046627800086,0.211804072856536,-16.6685476364385,2.21921455098522e-62,5.21274897673256e-61,"down"
"GABRE",1471.26468058953,3.02127814337667,0.181360345749316,16.6589787359184,2.60433506782208e-62,6.0953440403044e-61,"up"
"TIGIT",384.244695906285,2.95316459581901,0.17727136689543,16.6590050471098,2.60318970885416e-62,6.0953440403044e-61,"up"
"SPC24",216.026112807808,2.37123886134069,0.142342007564499,16.6587425729978,2.61463804121652e-62,6.11505525769121e-61,"up"
"AC006960.2",4.83319949147494,-5.13749184264644,0.30841248120133,-16.6578597034557,2.65351559862439e-62,6.20151966899211e-61,"down"
"AC009779.3",73.0141071904585,2.15568351175331,0.129438747854859,16.6540819304781,2.82648272057449e-62,6.58681912280688e-61,"up"
"AL163932.1",2.12682128511244,-3.68320941196863,0.221188714025943,-16.6518867302453,2.93210502924508e-62,6.82806607419257e-61,"down"
"LMNTD2-AS1",107.258932796018,3.65091842898362,0.219276050911586,16.6498731339142,3.03244380010025e-62,7.05667254813594e-61,"up"
"AL031846.1",14.1356942487707,3.86320664878085,0.232074881454235,16.6463799294999,3.21469497112158e-62,7.47543053048579e-61,"up"
"SLAMF7",1176.23756187056,2.87169026474355,0.172522365563856,16.6453216390697,3.27203379418996e-62,7.60332713476207e-61,"up"
"CD3E",1670.47936830173,2.70712205195958,0.162645715902162,16.644287474427,3.32904976056705e-62,7.7302913333053e-61,"up"
"AC093908.1",173.657465997686,2.00832150734225,0.120680308768651,16.6416669615279,3.47799639781939e-62,8.05888702043553e-61,"up"
"UNC5A",138.776883532981,3.65177271258042,0.219446577516418,16.6408278220116,3.52708156201333e-62,8.16680160252787e-61,"up"
"KLRG2",103.555803661004,-5.10200425385408,0.306726457522884,-16.6337273121391,3.97103864284575e-62,9.18822030179876e-61,"down"
"AL035604.1",4.15060828228847,-4.79369654390899,0.288335467285375,-16.625414101986,4.5620366289787e-62,1.05331852820645e-60,"down"
"IFITM3P6",26.5431840603097,2.48941774415915,0.149744294470351,16.6244580667616,4.63538970756838e-62,1.06949527326714e-60,"up"
"LAMA5-AS1",21.3270077333836,3.52172908891148,0.211993086835392,16.612471385192,5.66120448031247e-62,1.3043238586143e-60,"up"
"TESPA1",275.696072879163,2.44351696584869,0.147199383409376,16.6000489217609,6.96341534447081e-62,1.60207833993915e-60,"up"
"AC084880.1",220.658452232982,2.42456510691614,0.146070879510123,16.5985521210483,7.13923365109703e-62,1.64136737456516e-60,"up"
"DUXAP10",61.5055403334959,3.11557623601117,0.187703881873023,16.5983580356573,7.16235305574434e-62,1.64551897872221e-60,"up"
"UBTFL6",29.9780437049483,2.82589086828234,0.170333086038392,16.5903814344408,8.1799209575202e-62,1.87797351983068e-60,"up"
"COL26A1",115.772052306737,-4.68229437880673,0.282302999859443,-16.5860595924876,8.79015927616228e-62,2.01664987938433e-60,"down"
"HLA-DQB2",1607.03008394879,2.89499658989524,0.174637606372127,16.5771659955441,1.01923305760153e-61,2.3350421049731e-60,"up"
"AC078864.1",235.710221056741,2.85316097178945,0.172121445676643,16.5764408994656,1.03160273291899e-61,2.36171642566643e-60,"up"
"SLC6A1",555.960509656996,2.38499171362243,0.143898144319276,16.5741658789616,1.07139235774923e-61,2.45108333272835e-60,"up"
"LINC01275",21.0021627569012,2.90972103712839,0.175625938508453,16.5677180821918,1.19266638056147e-61,2.7227802925332e-60,"up"
"AC108676.1",34.9532646136258,3.01184573377503,0.181825126646069,16.564518828235,1.25782295670549e-61,2.86951343856411e-60,"up"
"GZMK",316.121250312598,3.38962650258894,0.20464155991569,16.5637249050751,1.27453402537566e-61,2.90559794045843e-60,"up"
"AC022905.1",24.5684512407354,3.55463906935511,0.214627626408078,16.561889673031,1.31401488382815e-61,2.99350454508545e-60,"up"
"PLK1",253.994196305366,2.40971316020304,0.145548659670818,16.5560656185567,1.44755630954487e-61,3.29081175293665e-60,"up"
"ADAMTS14",191.995837907489,3.44016749223208,0.207791356338085,16.555873896096,1.45217506813535e-61,3.29900484206933e-60,"up"
"DPEP1",2341.72957068828,-4.4016802648667,0.265928623059694,-16.5521116689972,1.54584084811304e-61,3.50933939464433e-60,"down"
"AC005962.2",6.32398734737392,-2.29431786972045,0.138672582683497,-16.5448556976612,1.74382093616367e-61,3.95326881546337e-60,"down"
"LINC01684",33.8383836101449,2.63803428524452,0.159463963560979,16.5431375612067,1.79428496951523e-61,4.06483693895267e-60,"up"
"MRPS9-AS2",3.24242876380784,-2.78651437324036,0.168464476954399,-16.5406643799134,1.86949091104012e-61,4.23226184032056e-60,"down"
"COL4A4",2040.72562194487,-2.18763861260453,0.132261713352935,-16.5402258684408,1.88314951632376e-61,4.26021625791017e-60,"down"
"SLC26A4",226.354699236991,-3.28676297471507,0.198861147636333,-16.5279292299255,2.30942273578114e-61,5.22093349913138e-60,"down"
"APOL5",12.3825535029748,4.3152137031722,0.261275136795502,16.5159752898711,2.81572093748415e-61,6.36110298517529e-60,"up"
"AL365181.2",172.911517213165,3.01597820506112,0.182656901704654,16.5117122699135,3.02186281963615e-61,6.81733090933738e-60,"up"
"AP001999.2",4.85776004205944,-7.35230973087044,0.445674347805747,-16.4970449097399,3.85292045644051e-61,8.66214323087307e-60,"down"
"DNAJB13",101.723271333877,3.86564777072529,0.2343252327403,16.4969334523591,3.86003727250822e-61,8.67214593586521e-60,"up"
"NUAK2",1866.17194464043,-2.140936244983,0.12979266214822,-16.4950484068051,3.98240529399893e-61,8.94088492421348e-60,"down"
"AC062015.1",4.93891496407664,-6.72424259531269,0.407755897249586,-16.4908530831053,4.26879584116657e-61,9.57064027589545e-60,"down"
"AC004687.1",75.1210152002958,3.44373380808187,0.208954059704109,16.480817903028,5.03984046128439e-61,1.12682375210381e-59,"up"
"MEFV",111.103313351554,2.26267816686452,0.13733341735762,16.4758018142987,5.47577213542737e-61,1.22260904086956e-59,"up"
"CLDN14",113.691688351217,-2.91606182466294,0.177025241713909,-16.4725764327756,5.77572163650945e-61,1.28781162332844e-59,"down"
"KIAA0895L",1444.29145771425,2.04789157352658,0.124407163855595,16.4612029569588,6.97013549079799e-61,1.55306466532112e-59,"up"
"NRK",468.526604968365,-4.81554454151935,0.292605647374961,-16.4574559128329,7.41521893900427e-61,1.64997503414161e-59,"down"
"CDH16",21326.7680728238,-2.37757016833039,0.144471228458564,-16.4570495710314,7.46515566243482e-61,1.65995037913881e-59,"down"
"CLDN10-AS1",18.2387761737441,-2.98859416282078,0.181645803077355,-16.4528665798464,7.99910445486544e-61,1.77503676944178e-59,"down"
"S100A2",821.150651150289,-3.49137577024443,0.212218763942168,-16.4517769559522,8.14433166307885e-61,1.80603054594154e-59,"down"
"TRGV10",30.3006136771844,2.92587598511906,0.177873072231674,16.4492351113619,8.49340692695902e-61,1.88215518601575e-59,"up"
"AC114803.1",5.97295040900768,5.22885723943279,0.317886072026152,16.4488403222731,8.5489454315619e-61,1.89317211876462e-59,"up"
"RAD54L",143.3296639942,2.67391883607827,0.162695845749299,16.435077513894,1.07287433790821e-60,2.37427310082083e-59,"up"
"TRBC2",1502.69786746039,2.856452847984,0.173849264365713,16.4306294789669,1.15454226842817e-60,2.55326629961438e-59,"up"
"TENM1",1318.91537755663,2.55273212423662,0.155463554805326,16.4201322131943,1.37267307052093e-60,3.03153728597588e-59,"up"
"TICRR",98.151072828866,2.31935122878308,0.141278818013746,16.4168363056195,1.44928897349708e-60,3.19639994840004e-59,"up"
"PTCRA",13.9871587143876,2.95024480926055,0.179730576546563,16.4148185909604,1.49827964376859e-60,3.30220833486598e-59,"up"
"HLA-DQB1",13969.8577468057,2.24842778647884,0.136980297183278,16.4142422867609,1.51257298161655e-60,3.33145223979488e-59,"up"
"NAT8L",583.341329628126,-4.60024393721034,0.280292287163195,-16.4123101058857,1.5614930437382e-60,3.43687050500239e-59,"down"
"MELK",212.838035649721,2.39156131620054,0.145768134104803,16.406612672157,1.71511294161074e-60,3.76733828505565e-59,"up"
"HS6ST1P1",31.0546499591614,-2.49792284255365,0.152397013352129,-16.3908910523197,2.22163982595045e-60,4.87336633615542e-59,"down"
"AC008079.1",62.8659527230169,2.1446520104004,0.13087800089357,16.3866501303335,2.38215599796048e-60,5.22194938217784e-59,"up"
"SLAMF6",528.122287594358,2.56411912941084,0.156486836519101,16.3855260061945,2.42660717361238e-60,5.31580677944506e-59,"up"
"AKR7A2P1",15.206555327755,3.35130671847482,0.204791738036592,16.3644625052013,3.43043016443509e-60,7.48958053832239e-59,"up"
"BX640514.2",80.6617069377687,2.43099054873068,0.148609590908761,16.3582345787036,3.79984698314829e-60,8.29055205202468e-59,"up"
"AP000864.1",21.6396061238691,4.33873186783493,0.265323606867565,16.3526039731572,4.16782139119723e-60,9.08121351249535e-59,"up"
"GPR19",31.3800643620373,2.23233821991523,0.136552534880102,16.3478343472371,4.50716094848926e-60,9.80744948289407e-59,"up"
"ITGB2-AS1",198.408659334038,2.98606258100853,0.182757335780096,16.3389478636388,5.21449615563719e-60,1.13238514043827e-58,"up"
"CLDN10",2115.77913246289,-2.31870904089408,0.141916945614683,-16.3384931295631,5.25352809642928e-60,1.1400997655996e-58,"down"
"MARCHF4",78.7992984802318,2.76943618799288,0.169525363968094,16.3364119867875,5.43590971975337e-60,1.17889252221122e-58,"up"
"SCIMP",323.958674369125,2.03154212568744,0.124377780166097,16.3336419332655,5.68848591495962e-60,1.23284659072948e-58,"up"
"AC018695.9",27.5433007191013,4.06029252118663,0.248588861731154,16.3333646282905,5.71440586596071e-60,1.23763904261504e-58,"up"
"DEFB131E",9.41283389930011,4.87571766614557,0.298530953902263,16.3323688964658,5.80845144586838e-60,1.25717009356681e-58,"up"
"STMN3",4149.20053552151,2.29886418381745,0.140777520408232,16.3297675449257,6.06148590009342e-60,1.31106350715993e-58,"up"
"AC008659.1",11.4254418534336,4.90562316223892,0.300436492020586,16.3283199362572,6.20702076524106e-60,1.34075772795496e-58,"up"
"ADAMTS10",980.078843666018,2.28402503751901,0.13996613034249,16.3184124039874,7.30097420035943e-60,1.57496596071324e-58,"up"
"ZNF488",34.0270390474538,-3.54941668354605,0.217517997529583,-16.3178069118778,7.37374051432907e-60,1.58960829164671e-58,"down"
"CKAP2L",149.858667779024,2.34353704692285,0.143628337937266,16.3166759469602,7.51159733406009e-60,1.61825392798515e-58,"up"
"LINC01976",6.94948102724842,-5.62293308950945,0.344625962210133,-16.3160461082178,7.58948040121265e-60,1.63394979048359e-58,"down"
"TOP2A",1289.83115892531,2.34732189707418,0.143874914681361,16.315018516416,7.71827856871002e-60,1.66057920575906e-58,"up"
"BIRC3",9588.39424382083,2.30204061179221,0.141139838634428,16.3103531509259,8.33096989471543e-60,1.79002974426506e-58,"up"
"AC012459.1",143.61794579064,2.40814374827236,0.147693683281453,16.3049880994793,9.0956650852603e-60,1.95304475730995e-58,"up"
"FOXM1",502.84432646176,2.47242885607738,0.15164538501256,16.3040164781315,9.24145083716905e-60,1.98173037774095e-58,"up"
"YEATS2-AS1",43.4471744879441,2.45124037666432,0.150370340655238,16.301355479964,9.65274495874281e-60,2.06856351920745e-58,"up"
"ITPKA",143.348115775419,3.93057184965799,0.241254581683052,16.2922163891659,1.12092213937778e-59,2.39422193357635e-58,"up"
"LIMD2",1275.68505883168,2.04186244636192,0.125401635872919,16.2825822179156,1.31213346587294e-59,2.79712438308613e-58,"up"
"LRRC25",1039.2248260455,2.33750577319334,0.143594966928353,16.2784659044467,1.40343263351468e-59,2.98978974331118e-58,"up"
"AL162274.1",22.5755845466342,2.76644429230356,0.169973449030138,16.2757437004943,1.46726000274993e-59,3.1216724757459e-58,"up"
"AC090337.2",26.3781790947467,2.80323681851465,0.172240324698784,16.2751482465966,1.48160255646538e-59,3.15012540929583e-58,"up"
"SLC52A3",385.631058454964,-3.02239650993408,0.185798269371194,-16.2670864489908,1.69010483218325e-59,3.591086143101e-58,"down"
"APOC1P1",14.3175183392443,4.19582171695088,0.258007156169416,16.2624237995778,1.82378124564933e-59,3.86753454108376e-58,"up"
"OPN4",19.0992037765977,5.57199040061733,0.342637142275023,16.2620735265906,1.83423877494304e-59,3.88717524997545e-58,"up"
"PDE1A",2292.93412148375,-2.77548172187648,0.170809846621172,-16.248956232787,2.27199630057136e-59,4.80861508693192e-58,"down"
"LINC01480",62.5182222000864,2.79897661104051,0.172290190209691,16.245710841888,2.39548588403978e-59,5.06338430456757e-58,"up"
