"","logFC","AveExpr","t","P.Value","adj.P.Val","B","change"
"DEF6",2.44258631059091,3.50892632403104,15.7582875911536,4.25273523174678e-47,5.77046240048556e-46,95.9217191037409,"up"
"SCD5",-2.68846197284837,4.71727053880148,-15.7987492154563,2.70222876557342e-47,3.69842560809364e-46,95.8964296258136,"down"
"AC016383.3",-2.54775189851508,-5.11141828991895,-15.7282757207587,5.95137602058074e-47,8.03061368212434e-46,95.8385046501484,"down"
"CSPG4",2.74915073280995,6.74389389780162,15.7743954558758,3.55048959462614e-47,4.83472458157014e-46,95.7642574233349,"up"
"CYP1A2",-3.05058585028239,-4.66776693147297,-15.7183922407608,6.64746788749485e-47,8.94289558452142e-46,95.6978750895659,"down"
"CORO1A",2.74139345842739,5.55792643733295,15.7527625707182,4.52423654917337e-47,6.12336347079436e-46,95.667160741159,"up"
"NRXN1",-3.18678704900225,-2.90760945558192,-15.7215475031114,6.41684244653284e-47,8.64999395054994e-46,95.652982893621,"down"
"ANGPT2",3.2605473995446,6.33894366448894,15.7539853305697,4.46269709624691e-47,6.04617658133259e-46,95.6458087202755,"up"
"BRIP1",2.07248848564164,1.40137548312912,15.7209516299131,6.45977620876496e-47,8.70349345273397e-46,95.6274412415673,"up"
"PYHIN1",3.13137673339732,1.52340115197827,15.7131695942732,7.04751527607708e-47,9.46209211728487e-46,95.5705697019281,"up"
"AL138847.2",-3.52171248823682,-1.99443511824476,-15.7201187652907,6.52026628915711e-47,8.78058160446411e-46,95.5668340608436,"down"
"TFAP2C",-3.72329586466726,-1.80532950659714,-15.7178431931445,6.68843548180365e-47,8.99349709820057e-46,95.5232010573778,"down"
"ANGPTL3",-3.56812274547089,1.54473148609283,-15.7456336910607,4.90025511062582e-47,6.62559959788702e-46,95.4993338428972,"down"
"AC138123.1",-2.38269052633846,-1.53682625369483,-15.7070621101754,7.54590502668868e-47,1.01160402787788e-45,95.4487364716581,"down"
"MTTP",-3.85624361954182,-0.538481457952528,-15.7195163485241,6.56437107738696e-47,8.83553801841863e-46,95.407950878745,"down"
"LINC00861",3.05521173379309,1.26546888036926,15.6929346907059,8.83763542418436e-47,1.183589815151e-45,95.3533978693507,"up"
"MIR210HG",3.19740585541198,4.20291750786747,15.7073139545255,7.52467516095798e-47,1.00926258336971e-45,95.34845311257,"up"
"ST8SIA5",-2.66593751838708,-0.333129491392311,-15.7008974105312,8.08462421316912e-47,1.08328308047721e-45,95.2755517522755,"down"
"AC007326.1",5.47595779965688,-0.511594301032306,15.6714733979088,1.12340635146063e-46,1.49929174192944e-45,95.2671052615289,"up"
"SDS",4.22350428961316,2.90208103835878,15.6855277294738,9.60076112787604e-47,1.28386836588834e-45,95.2386059943027,"up"
"LINC02159",-2.87679770812595,-3.36978755012426,-15.6777259471764,1.04757471002299e-46,1.39948047459573e-45,95.1973716372407,"down"
"LOXL2",2.9480959448716,6.20302551215993,15.7145278348439,6.94122150791699e-47,9.32872336191831e-46,95.1862382616596,"up"
"OTOAP1",2.65555288978591,-1.22387429863501,15.6593537355851,1.28633873836357e-46,1.71077947683551e-45,95.0781514304877,"up"
"AC020779.2",-2.34466852603338,-3.07598800681322,-15.6653245085656,1.20331871908627e-46,1.60354778807859e-45,95.0611216344467,"down"
"C5orf47",-2.48127794132418,-3.60973496789116,-15.6579521880868,1.30664029939377e-46,1.73691818083024e-45,94.9975009213871,"down"
"NCAPH",2.0617845651826,1.4645073747938,15.66258144894,1.24077383142697e-46,1.65099890661142e-45,94.9745121459024,"up"
"PFKFB4",2.51420708618029,4.59393458230833,15.666909210365,1.18219670067197e-46,1.57618388555032e-45,94.8070618585656,"up"
"MXD3",2.50249543299742,1.74521923565733,15.6463728834887,1.48707350371762e-46,1.9738324149345e-45,94.7962051160785,"up"
"SLC26A4",-2.47567771379454,0.511577493886599,-15.6636145828071,1.22653228243679e-46,1.63367032074989e-45,94.7795709110774,"down"
"BTBD11",-2.61727599338816,1.79116350648899,-15.673909548119,1.09323019468112e-46,1.45974541732023e-45,94.7458137188834,"down"
"PARP15",2.76479480510285,1.10625228905737,15.6321311337423,1.74341963907438e-46,2.30837369693147e-45,94.6746058785845,"up"
"MILR1",2.21512247225477,2.06304315425434,15.636643852131,1.65774992703049e-46,2.19602722547142e-45,94.6589964875843,"up"
"HOGA1",-2.25092002203542,4.08972492934121,-15.6822627901948,9.95768986693763e-47,1.33093509826686e-45,94.6455863218769,"down"
"CYP4F2",-4.87913902608725,-1.91064367759263,-15.6458644117985,1.495542864327e-46,1.98409180001661e-45,94.6405071207842,"down"
"TP53AIP1",-2.74995168044792,-2.93194071908952,-15.6259666428975,1.86762781686852e-46,2.47039156516422e-45,94.6062140057835,"down"
"AC005034.4",-2.03699729587829,-2.34569927229838,-15.6116488645696,2.19124471556024e-46,2.89702432512827e-45,94.4428938959883,"down"
"CLMP",-3.3850270828805,0.546219315753302,-15.6379701068742,1.63338021791232e-46,2.16481415732403e-45,94.4264369710736,"down"
"TICRR",2.03979603254526,0.416877697699983,15.6066433337655,2.31711317610972e-46,3.06041568856423e-45,94.3983920948106,"up"
"MS4A14",2.94814345740902,1.42839235279925,15.6036277064729,2.39639911880228e-46,3.16357721188216e-45,94.3506788717016,"up"
"C11orf21",2.55531543187574,0.718917939581007,15.5990817120637,2.52106513840672e-46,3.3232447635674e-45,94.3174288075041,"up"
"AC148477.2",-3.39941407648482,-2.99359295858888,-15.5997501805128,2.50233567586616e-46,3.30017826568242e-45,94.2966764058388,"down"
"SYT14",-3.81725318974881,-3.7110651567446,-15.5904647226693,2.77539776949871e-46,3.65311561098672e-45,94.2136566214949,"down"
"AC021678.2",-3.33346917375423,-4.4191635240253,-15.5824605231309,3.03451578509287e-46,3.98830574656422e-45,94.1690774727313,"down"
"BIRC5",2.82715886403001,2.40695314293618,15.5899297897734,2.79200481076891e-46,3.67317139285261e-45,94.147786520801,"up"
"IFITM3P6",2.13325247969636,-1.43336822948769,15.5605703108944,3.87311834836871e-46,5.06813319455646e-45,93.9721932564907,"up"
"BIN2",2.06030083099529,3.91186003850732,15.5878826075519,2.85648054121334e-46,3.75615283330123e-45,93.9574206183933,"up"
"S100A5",-2.42292478634883,-2.54794450811399,-15.5642884122601,3.71591426128148e-46,4.86479947136128e-45,93.9149175276055,"down"
"ERC2",-2.74907929004045,-1.60375257648251,-15.5667443750298,3.61558176618439e-46,4.74039013764968e-45,93.8761340849009,"down"
"GZMH",3.13895166610415,2.26003573673295,15.5564537222504,4.05492077922939e-46,5.30344077720479e-45,93.7954732835347,"up"
"ZNF469",2.19558271590668,2.17978362738235,15.552831011806,4.22194047620197e-46,5.51919395650547e-45,93.7193795092385,"up"
"KIFC1",2.09503938282465,2.22272845098671,15.5399439195875,4.87367845430369e-46,6.36188250812028e-45,93.5698931752998,"up"
"ENAM",-2.91304533237439,2.20875654294572,-15.5737626720989,3.34351662563266e-46,4.39012574762306e-45,93.5618185205686,"down"
"AF241728.1",-2.08620226166909,-3.94579080418537,-15.5178118683374,6.23556756803005e-46,8.10805226159174e-45,93.467125215216,"down"
"HSPA6",2.22688688871936,2.21364969708817,15.5206085882969,6.04443958048072e-46,7.86716087533248e-45,93.3618883589383,"up"
"AL353719.1",-2.00699122338444,-3.68461570650413,-15.4972419979227,7.839415282075e-46,1.01590334723536e-44,93.2311232784642,"down"
"SLC25A47",-2.48305760197298,-3.51177259791571,-15.4844799523783,9.03505197943182e-46,1.16802224528701e-44,93.0678466219491,"down"
"OR10AB1P",-2.68804187250362,-3.85594419701036,-15.4817683028551,9.31164692274626e-46,1.20261983281634e-44,93.0451084771545,"down"
"AL135926.1",-2.21755059338352,-4.21739620743616,-15.4789136996082,9.61195412406664e-46,1.23961382383105e-44,93.0446577246857,"down"
"AC108704.2",2.56373735160836,-0.182122888321183,15.4800572451008,9.4905091640424e-46,1.22454057606499e-44,93.0386526398327,"up"
"LILRB4",3.40910378228263,4.00132353444979,15.4861323014167,8.8705429176904e-46,1.14730823303963e-44,92.9174878873,"up"
"LRRC19",-2.90841054295054,3.43611909005081,-15.5196241849621,6.11103788519553e-46,7.94998291013404e-45,92.8579907659041,"down"
"CENPA",2.61996042144897,-0.222558073009136,15.458575024078,1.205031052476e-45,1.54886349851325e-44,92.8064027199484,"up"
"AC080097.1",-2.31974146343764,-3.87271435210824,-15.458390780162,1.20750083720283e-45,1.5512943194577e-44,92.8005618600265,"down"
"FBP1",-2.38885435157412,4.25773904853842,-15.5101199890933,6.79289512647342e-46,8.82418140169599e-45,92.7142345064166,"down"
"AC007608.1",-2.31199678918931,-4.71536156595995,-15.4421481601674,1.4463062992002e-45,1.8536503104281e-44,92.6576746785519,"down"
"LINC01460",-2.53817943105753,-3.88823577257309,-15.443979680727,1.41717894652802e-45,1.81718803990002e-44,92.635324014041,"down"
"TESPA1",2.7624054400086,1.81451503317139,15.4503594895685,1.32021259130305e-45,1.69447295347139e-44,92.627241662338,"up"
"AC012653.2",-2.47442232586392,-4.75874276858619,-15.4315614843763,1.62676039992277e-45,2.07698570679663e-44,92.5370684661819,"down"
"LNX1-AS2",-2.57682883015461,-4.04549915403057,-15.433554984337,1.59114356739083e-45,2.03344810909832e-44,92.525676167171,"down"
"CKAP2L",2.44688959332431,0.969539266560364,15.4344374395928,1.57562660598627e-45,2.01457799521717e-44,92.4790980779808,"up"
"TRPM6",-2.29539458121609,0.280028852611332,-15.4499777429087,1.32582390335835e-45,1.70086078932269e-44,92.4489819874564,"down"
"CA9",8.9717069600047,6.23856122611693,15.4279270984843,1.69375308813251e-45,2.16046183629918e-44,92.4069981615148,"up"
"C1orf162",2.5114120816091,4.67543708205128,15.4516275406402,1.30174293929312e-45,1.67156760959421e-44,92.4043770840695,"up"
"PIMREG",2.47700854728505,0.564945677439857,15.4063442523861,2.15226272498112e-45,2.73231383438418e-44,92.1878831314358,"up"
"POLQ",2.24531547891559,0.46699274038527,15.406629947691,2.14545015015445e-45,2.7262468922247e-44,92.1869681199259,"up"
"NAT2",-2.86823961395126,-2.25459562660811,-15.4101153030577,2.06405146098682e-45,2.6240563192024e-44,92.1755918981343,"down"
"PRF1",2.96017870803415,4.25536605185223,15.4239049873812,1.77110509562111e-45,2.25805372438389e-44,92.1751596989402,"up"
"DPT",-3.57497932875739,-1.51976502041725,-15.4126760991784,2.00621539178434e-45,2.55269851807944e-44,92.1182955222324,"down"
"IQGAP3",2.74988846384931,2.72843285104626,15.4032775606723,2.22676279651022e-45,2.8245367002331e-44,92.0554017563182,"up"
"CECR2",-2.5396904696006,-0.55803508726516,-15.4019546786638,2.25968894422994e-45,2.86462316655759e-44,91.9822579757799,"down"
"PSAT1",-3.09554427916774,3.22995311772288,-15.4386056462551,1.50434948598254e-45,1.9261995424147e-44,91.9698170798417,"down"
"FKBP10",2.67818811244344,7.17712582659693,15.4320485139192,1.61798615530872e-45,2.06676726041627e-44,91.9097399702044,"up"
"FCGR2A",2.13580216131767,5.38753610443096,15.4172954343527,1.90594466365896e-45,2.42765740247146e-44,91.8943567031405,"up"
"C1QTNF6",2.23999536323172,4.099298943116,15.3968844616469,2.39044557307552e-45,3.02609191243158e-44,91.8362121174214,"up"
"SPHKAP",-2.54476947760451,-5.04775010754273,-15.36534626319,3.39128636912373e-45,4.27490221574732e-44,91.8144341731218,"down"
"ST6GALNAC2",-2.50776322325589,-0.179172187654087,-15.3873114680284,2.65824958239485e-45,3.35560206229617e-44,91.7925238573226,"down"
"FCGR2C",3.39603928323059,1.65500075129943,15.3636653292412,3.45506303006556e-45,4.353249528295e-44,91.6973624920861,"up"
"CR589904.2",-3.77899425700102,-2.20959322057284,-15.3697971848415,3.22802756927988e-45,4.07101952904666e-44,91.6838544687187,"down"
"GAS6-AS1",4.08748057917397,2.73167069939269,15.3606255321891,3.57344975002623e-45,4.49607389477725e-44,91.6391531773908,"up"
"CD33",2.09491998920632,2.40483413278793,15.3621961155982,3.51178578218638e-45,4.42263975537723e-44,91.5897509723751,"up"
"PRR7-AS1",2.70446920452358,-1.55438330945113,15.3244808641734,5.33298649679812e-45,6.69106382555691e-44,91.3877657448415,"up"
"BIK",-2.2318901443129,-1.04641609380619,-15.3380219912072,4.59037523509741e-45,5.76473727416542e-44,91.3333855896022,"down"
"C5orf58",2.25517957950143,-1.76647407315384,15.3193417469508,5.64519777255749e-45,7.07285246157997e-44,91.3241676111453,"up"
"LSP1",2.55507902636083,4.8173473142645,15.3504911858001,3.99815098361572e-45,5.02571140050186e-44,91.2719964768677,"up"
"ASPM",2.96233248890174,2.12702321530222,15.3145902976793,5.95005211194246e-45,7.44784300772181e-44,91.1205585327193,"up"
"NMUR2",-2.84780150783329,-4.50753626734765,-15.3031574746951,6.75257123347384e-45,8.43662348144923e-44,91.0987859837262,"down"
"HPSE2",-2.95304566543651,-1.14796536023445,-15.3193920487288,5.64205518646252e-45,7.07221989992675e-44,91.0956274092642,"down"
"AC079015.1",2.79961605218916,-1.94635181042143,15.2943558775125,7.44319366949864e-45,9.27355523543669e-44,91.0740706790739,"up"
"RFX8",3.11110895727928,-0.16304195503149,15.2979699800965,7.15147222153782e-45,8.92253481637376e-44,91.048810332315,"up"
"AF131215.7",-2.45297693215348,-3.32698781932268,-15.3007895026709,6.93182997222345e-45,8.65655450466954e-44,91.0342465751374,"down"
"CSTA",2.51427990282925,1.48385263271931,15.3044582880259,6.65607338080968e-45,8.32381714021777e-44,91.0248854984592,"up"
"AP003469.2",2.75281953806489,-2.30269380600687,15.2691720828371,9.83342790553536e-45,1.22005492366133e-43,90.8090187336848,"up"
"BATF",3.03161213252613,1.18671023915801,15.2786675020536,8.85346249023724e-45,1.09948604116832e-43,90.7713192485073,"up"
"KCNK10",-2.75633112276821,-0.987900651098371,-15.282305686332,8.50435415282779e-45,1.05760085132476e-43,90.6797151630585,"down"
"PLP1",-3.17051381082293,-3.46007298029277,-15.2584908888414,1.10656130174635e-44,1.37039822736365e-43,90.5522213358608,"down"
"AC007728.2",2.24917943873451,-1.29015162039806,15.2408012389488,1.34540448532378e-44,1.6608188333564e-43,90.4399312389577,"up"
"UNC13D",2.23559159654741,3.62205601581041,15.2631116251173,1.05147149564315e-44,1.30398028405107e-43,90.4060232327792,"up"
"POU2F3",-2.53770994800408,-1.34338102420149,-15.2499120978637,1.21658665612336e-44,1.5031853190774e-43,90.3688640830171,"down"
"AC015845.2",-2.57740416774404,-2.24365168513526,-15.2414777217491,1.33538901650164e-44,1.64921466192732e-43,90.3274464955417,"down"
"CFAP77",-2.09218733687589,-4.18273202206003,-15.2322235908549,1.47908864505261e-44,1.82165019527564e-43,90.3272551562723,"down"
"AC116036.2",-2.08946398379449,-2.53006556184905,-15.2379658869955,1.3882040374412e-44,1.71207574295646e-43,90.3190257472417,"down"
"PLIN2",2.89329628381551,9.34746323309315,15.2978074846489,7.16434018512539e-45,8.9344320485387e-44,90.3085198873916,"up"
"PYGO1",-2.22182265170448,1.16427835057359,-15.2612660593141,1.07313892062773e-44,1.32962110627869e-43,90.2841890376031,"down"
"CLEC2B",2.22336594305254,3.82407589657975,15.2522339918866,1.18577373300297e-44,1.46578908848666e-43,90.2677310761629,"up"
"PPP1R42",-2.73641898661711,-3.11319819459882,-15.2237473160014,1.62419963142023e-44,1.99670061979089e-43,90.1691535301376,"down"
"LINC01874",-4.09913594985842,-3.39488620999394,-15.2263556813341,1.57809409295466e-44,1.94180168977973e-43,90.1625550889884,"down"
"LRIT3",-2.11533534219828,-1.13942230979052,-15.2292992259689,1.52762990643504e-44,1.88056992889515e-43,90.1487615903262,"down"
"AC025470.2",-2.49761555221783,-4.12227231148492,-15.2159936160589,1.76933922322293e-44,2.16915972807742e-43,90.1339722324284,"down"
"AC145098.1",2.14336075295848,-1.62782033766454,15.2117603227983,1.85396819060086e-44,2.27083577553176e-43,90.1321854498783,"up"
"EPS8L1",-2.5321964733785,2.21872264409737,-15.2556729956171,1.14156063366796e-44,1.41243764235834e-43,90.0731641680113,"down"
"PLEKHG7",-2.19170509632912,-1.64418947422562,-15.2174488487813,1.7411462932259e-44,2.13557248005365e-43,90.0456471769894,"down"
"AL009177.1",-2.16255118227017,-4.27015602781102,-15.2049547579368,1.99856276006617e-44,2.44459236874517e-43,90.0279779006466,"down"
"GCM1",-3.0769964487911,-2.2244909911361,-15.2082346970429,1.92752293314227e-44,2.3598513645393e-43,89.9385816357913,"down"
"KIF14",2.51021608894787,0.550290580439922,15.1959187107927,2.20807075135678e-44,2.69839530471185e-43,89.8717766944599,"up"
"INSC",-2.34873171414681,-2.67407772312519,-15.1912588067111,2.32453446075595e-44,2.83684196457845e-43,89.8037484441035,"down"
"AC007881.3",-2.2009048126047,-4.10625196552115,-15.1526863272177,3.55631343819232e-44,4.32238784699966e-43,89.447862816056,"down"
"HAP1",-2.64023638642635,-1.91271307280762,-15.1554888132406,3.44818210147521e-44,4.19286433128133e-43,89.361589545014,"down"
"SLC16A10",-2.16208243406137,2.44587793036692,-15.1896176962889,2.36699271560726e-44,2.8873434345251e-43,89.3427185974358,"down"
"PCSK1N",-3.51852501444636,1.81336324314716,-15.1893097209173,2.37504632312963e-44,2.89585002345392e-43,89.3179019343496,"down"
"SIGLEC17P",2.03037215467213,-0.656002061660939,15.1417105899775,4.01336084625223e-44,4.86465782141568e-43,89.3152985440846,"up"
"SPC24",2.20656077162781,1.51390831402559,15.1426414315205,3.97242486459202e-44,4.81721643914252e-43,89.2339642130484,"up"
"SLFN12L",2.80180321001623,-0.654440361776142,15.1188084642987,5.16438423895899e-44,6.20930359708378e-43,89.0935069121857,"up"
"AC005498.2",-2.08796572296034,-3.34100165473321,-15.1229437030513,4.93458481228285e-44,5.94901474761365e-43,89.0914950140508,"down"
"LINC02642",2.33123816277065,-2.9565589633144,15.0941730131008,6.77228742886873e-44,8.10256896665901e-43,88.9017312903817,"up"
"BICDL1",-2.32390672036091,5.25528435103475,-15.163149145794,3.16905738472422e-44,3.85695717654225e-43,88.834317038223,"down"
"LHFPL2",2.01884560591924,5.61823453880674,15.1385326578921,4.15631433012747e-44,5.03338300900532e-43,88.7842980072011,"up"
"CCDC88B",2.53318152038721,3.80770550602079,15.1144629199195,5.41737928182537e-44,6.50765113370528e-43,88.7797805476786,"up"
"CYTH4",2.21815684471468,4.46914952824929,15.118960259999,5.15576306689885e-44,6.20171912739758e-43,88.7294773590706,"up"
"UGT8",-2.1381740204008,4.93523108426646,-15.1515147299598,3.60251482294982e-44,4.37655765441462e-43,88.7265054074942,"down"
"NOTUM",-2.88737246095218,-3.62984663947469,-15.0903418498856,7.06373499457822e-44,8.43996714236325e-43,88.7245088462838,"down"
"CAMK2A",-2.68769995321926,-2.22559077832176,-15.0938671821525,6.79510569513784e-44,8.1262432603941e-43,88.6989116783358,"down"
"OGDHL",-3.04827401161967,5.9200779827081,-15.1496123071386,3.67881458742589e-44,4.46520492159633e-43,88.6458245982225,"down"
"PLA2G7",3.78155912359292,2.25941938504444,15.0866248914711,7.35844358651363e-44,8.76864841962682e-43,88.6398610856336,"up"
"FCGR1A",3.05504488434432,2.25978577882643,15.0871294388369,7.31773107306938e-44,8.72789170512172e-43,88.6200218203599,"up"
"AC099522.1",-2.71276958376317,-4.21613621798602,-15.0731958059598,8.52913260753277e-44,1.01546671169258e-42,88.5663597643352,"down"
"WAS",2.35428488312935,3.91223673582937,15.0970295841435,6.5628130383018e-44,7.85545282066732e-43,88.5629091168151,"up"
"BUB1",2.6044908207305,2.11712218884105,15.0781349394942,8.07839861062519e-44,9.62230224558341e-43,88.5104837485663,"up"
"HAO1",-3.11195509036841,-5.07436631942114,-15.0639433562522,9.44206846502299e-44,1.12117245210007e-42,88.4872014602653,"down"
"CKMT2",-2.94444212889616,1.59067150949214,-15.1077012781052,5.83583603943454e-44,7.00718476889024e-43,88.4815816356567,"down"
"ZNF683",3.43142875833408,0.595832348272881,15.0648856315116,9.34480367354814e-44,1.1101146481842e-42,88.4672392566753,"up"
"PPARGC1A",-2.56402473332644,5.12423323327594,-15.1242797815591,4.86253983372853e-44,5.87007735353126e-43,88.4074335676739,"down"
"HTRA4",3.86784230361437,-0.57624934896382,15.0434269813236,1.18290417629174e-43,1.40026608276972e-42,88.3040656216156,"up"
"LINC02236",2.88422686432899,-0.583216048089312,15.0408847424469,1.21639410037435e-43,1.4373714684547e-42,88.2423184427143,"up"
"SREBF2-AS1",-2.09360270718805,-3.8904441766518,-15.0417583178342,1.20478083695219e-43,1.42553326568236e-42,88.2268332987115,"down"
"CAPN11",2.94997645502615,0.312110497147459,15.031057342304,1.3549887709018e-43,1.59902988228077e-42,88.0936539140472,"up"
"SLC34A1",-4.59180770162676,0.716589066717647,-15.0731379037438,8.5345627031287e-44,1.01566220681885e-42,88.0698453330465,"down"
"FOXM1",2.46601681598572,2.63436305109114,15.0414702993061,1.20859746889869e-43,1.42941840918005e-42,88.0691597329724,"up"
"KHDRBS2",-2.36041199311023,-3.56392569581235,-15.0226110934853,1.48662090855401e-43,1.75282672823879e-42,87.9939713898716,"down"
"PLXDC1",2.80146823730258,4.99975511002839,15.0504491886124,1.09509980880001e-43,1.29862079051508e-42,87.9782511964175,"up"
"NCKAP1L",2.61927302076033,5.31694280783326,15.0531806394937,1.06272973013074e-43,1.2607924568259e-42,87.9475547819083,"up"
"GOLGA8VP",2.62927695745182,-0.268902045173978,15.0100602552452,1.70613469985502e-43,2.00547494837846e-42,87.879803629768,"up"
"STK32A",-3.02924617431972,0.889343330610825,-15.043860943024,1.1772800200852e-43,1.39422402378641e-42,87.8531051787075,"down"
"APOC1",5.10210755984737,4.15690665443099,15.0177966208683,1.56728159899725e-43,1.84630730370449e-42,87.8456241093109,"up"
"AC087379.2",-3.93600233691243,-2.37399864301129,-15.0194051601126,1.53985830797502e-43,1.81479916278796e-42,87.8401814833605,"down"
"LINC01182",-2.56179106610428,-1.20948025158666,-15.0154595936851,1.6079947201364e-43,1.89177509593231e-42,87.7861276916209,"down"
"OLFML2B",2.77943634991938,5.60551727771682,15.0368346261889,1.27171180794945e-43,1.5020765195921e-42,87.7532074184889,"up"
"ABCB6",2.20490145496633,-0.504470701206407,14.9925426253741,2.06756461743112e-43,2.4260631300903e-42,87.6835873293126,"up"
"AC006517.2",2.82788105400212,-3.15872873799657,14.9790711566544,2.39663100223894e-43,2.80604674375679e-42,87.6606628245862,"up"
"FASLG",3.23823777599329,0.684077606213748,14.9825746310376,2.30633541791097e-43,2.70386817774503e-42,87.556388525075,"up"
"ALDOB",-5.15957119348401,5.05383417633612,-15.0501176355701,1.09909533462486e-43,1.30278267515304e-42,87.5530300187722,"down"
"AC023794.2",-2.18918435051354,-2.03822313655987,-14.9817591108028,2.32704619756384e-43,2.72695640948783e-42,87.4863714880739,"down"
"SPC25",2.12618965133408,0.768680751446842,14.9790233018081,2.39788847035724e-43,2.80629356906235e-42,87.4755525015964,"up"
"AL353801.1",-2.78165999581381,-1.59165300281264,-14.9786215285057,2.4084717371872e-43,2.81744957318775e-42,87.3974864358466,"down"
"SYN2",-2.55842580826816,-0.737433531204989,-14.9813170172804,2.33835092970106e-43,2.73900677707055e-42,87.3737582554423,"down"
"LGR5",-3.58183957545085,-2.7852732469435,-14.9682568355178,2.69819288037897e-43,3.1522417215129e-42,87.3269784737442,"down"
"HIF1A-AS3",5.04170053700776,2.71190061363825,14.9610410991007,2.9201671520716e-43,3.4056338269397e-42,87.2907628483013,"up"
"LPAR5",2.33410596780979,2.58695408680702,14.9677466509574,2.71331898243455e-43,3.16715318054137e-42,87.2597267823861,"up"
"SLC12A5",2.23208275717392,-0.676227454231245,14.9503775089812,3.28197120962954e-43,3.81928003787271e-42,87.2339062243869,"up"
"NCF4",2.1369710340435,3.20260972413986,14.9681794847931,2.70048077747596e-43,3.15354053160651e-42,87.2054311663765,"up"
"AC105020.1",2.97953537231848,0.61440773502226,14.9455810960897,3.45896492913879e-43,4.01479513766533e-42,87.1463883924165,"up"
"AC005165.1",-2.29823710849433,-2.66873245213233,-14.9473488138739,3.39265270400497e-43,3.94294773731171e-42,87.1380495286123,"down"
"GZMM",2.33922577213516,0.846580252888775,14.9351372784377,3.87797312786063e-43,4.48947389914504e-42,87.0005562924559,"up"
"LRRC43",-2.30013505809461,-0.085042229292827,-14.9500915244834,3.29226648423739e-43,3.8295986540292e-42,86.9971574301982,"down"
"ZNF804B",-3.8537920785026,-3.8130055881914,-14.9343069245624,3.91338269639072e-43,4.52851173308709e-42,86.9967482593591,"down"
"PIF1",2.21042565432813,0.00811764857331308,14.9283989292304,4.1748053861412e-43,4.82685994019913e-42,86.9601891253416,"up"
"LILRA6",2.4525984752039,1.07190202297984,14.9255418785711,4.30740346196701e-43,4.97802162164912e-42,86.8891033941695,"up"
"CLEC2D",2.4312828509483,3.43903975439273,14.9392526174704,3.70713926455954e-43,4.29355585146309e-42,86.8887788031364,"up"
"TNFSF9",3.82612511580878,2.53542922894844,14.9216537433393,4.49462686455253e-43,5.18768555714087e-42,86.826875895158,"up"
"LINC02672",-2.97999541214811,0.266994749768163,-14.9410368863955,3.63542383655564e-43,4.2141367879693e-42,86.8127082032858,"down"
"LINC01546",2.23782332057395,-1.99273230181625,14.8989766395771,5.75998894390027e-43,6.61399672650339e-42,86.7344267763873,"up"
"SNX20",2.74273796914293,2.89007613666879,14.9150161132736,4.8331858236736e-43,5.56886026232645e-42,86.6861608806322,"up"
"PPM1K-DT",-2.27516081343192,-3.78846500760623,-14.8911106111601,6.27728793904716e-43,7.19566670464868e-42,86.5751746289979,"down"
"TPX2",2.62115147459694,3.3938597916319,14.9064077878109,5.31040934987023e-43,6.11346910642853e-42,86.5485713165908,"up"
"LINC01788",-3.61361578174875,-1.42351322326943,-14.9059101530306,5.33939100315676e-43,6.14419534663687e-42,86.540888842915,"down"
"C3orf86",-2.0128228199938,-2.63272141821536,-14.8909858822978,6.28585314512838e-43,7.20240574902488e-42,86.5312433131285,"down"
"GOLGA7B",3.3510581574305,1.25889984499069,14.888745867914,6.44167567822547e-43,7.36835359575859e-42,86.5119484007267,"up"
"EBI3",2.38526690389588,2.20023109947398,14.8960285691899,5.94868634073207e-43,6.82482576669698e-42,86.5083740489962,"up"
"TMED10P2",-2.34937549111883,-2.62868662406301,-14.8822739546698,6.91386097558929e-43,7.90172380552003e-42,86.4254822823765,"down"
"ZBP1",2.72735237548209,0.694971016427129,14.8725001206163,7.69316360294613e-43,8.77367513918297e-42,86.3382192424998,"up"
"AC244636.3",-2.03845822286407,-2.49177437421357,-14.8718482258985,7.74815349752039e-43,8.83263144453727e-42,86.3158977432447,"down"
"TMC8",2.60882841017935,3.87163827752585,14.8816096518152,6.9642396257033e-43,7.95590936703694e-42,86.2337445728225,"up"
"DEPDC1",2.56390603583996,0.707585000231873,14.8624568980593,8.58525771564417e-43,9.77028564821101e-42,86.2232791054916,"up"
"IL32",2.39640253147285,7.63785351206198,14.9192750857559,4.61314361916329e-43,5.32218617543056e-42,86.2197190526296,"up"
"AP001094.2",2.34489063283599,-0.0376603552428193,14.858307755269,8.98326005971046e-43,1.0201574278736e-41,86.2044899523964,"up"
"AP001046.1",-2.45809843157885,-4.87347599511979,-14.8500374071918,9.83230343905789e-43,1.11327584378387e-41,86.1729074606315,"down"
"ECRG4",-2.64485551289657,1.41834356494408,-14.8922389553472,6.20033082661918e-43,7.11049059552239e-42,86.1644932803688,"down"
"FAM3D-AS1",-2.82920203314503,-2.6226206053418,-14.8587291659799,8.94201117459202e-43,1.01590340514051e-41,86.1508687251746,"down"
"PRKAR1B-AS1",2.08686726724423,0.660159818700913,14.8568143203889,9.13097540837472e-43,1.03605464515168e-41,86.1485286288423,"up"
"AC040174.1",-3.28984444871166,-2.16613723499866,-14.8560586198102,9.20664200510475e-43,1.04419833096814e-41,86.0772387156319,"down"
